Date,Region,Category,Revenue,Cost,Profit
2025-03-26,North,Furniture,9616,6843.24,2772.76
2025-03-26,North,Office Supplies,18271,11926.53,6344.47
2025-03-26,South,Electronics,14852,11532.17,3319.83
2025-03-26,South,Furniture,11295,7210.22,4084.78
2025-03-26,South,Office Supplies,8225,5049.42,3175.58
2025-03-26,East,Electronics,10699,6619.49,4079.51
2025-03-26,East,Furniture,11674,8904.85,2769.15
2025-03-26,East,Office Supplies,8273,6224.46,2048.54
2025-03-26,West,Electronics,10010,7066.71,2943.29
2025-03-26,West,Furniture,8040,5274.13,2765.87
2025-03-26,West,Office Supplies,17868,10577.92,7290.08
2025-03-27,North,Electronics,5482,4206.42,1275.58
2025-03-27,North,Furniture,17960,10851.16,7108.84
2025-03-27,North,Office Supplies,13853,7701.02,6151.98
2025-03-27,South,Electronics,15658,10988.37,4669.63
2025-03-27,South,Furniture,12327,8745.89,3581.11
2025-03-27,South,Office Supplies,14160,9171.81,4988.19
2025-03-27,East,Electronics,11652,6578.88,5073.12
2025-03-27,East,Furniture,10016,7982.21,2033.79
2025-03-27,East,Office Supplies,19114,13365.69,5748.31
2025-03-27,West,Electronics,16921,11016.92,5904.08
2025-03-27,West,Furniture,11780,8592.33,3187.67
2025-03-27,West,Office Supplies,11602,9256.24,2345.76
2025-03-28,North,Electronics,17987,13574.37,4412.63
2025-03-28,North,Furniture,10699,7821.88,2877.12
2025-03-28,North,Office Supplies,15793,12261.39,3531.61
2025-03-28,South,Electronics,11764,6703.77,5060.23
2025-03-28,South,Furniture,18031,12825.86,5205.14
2025-03-28,South,Office Supplies,12843,7679.69,5163.31
2025-03-28,East,Electronics,19983,12823.87,7159.13
2025-03-28,East,Furniture,10189,6508.21,3680.79
2025-03-28,East,Office Supplies,5707,3770.06,1936.94
2025-03-28,West,Electronics,8713,6250.71,2462.29
2025-03-28,West,Furniture,7475,4548.0,2927.0
2025-03-28,West,Office Supplies,19484,12036.96,7447.04
2025-03-29,North,Electronics,6735,4800.16,1934.84
2025-03-29,North,Furniture,16253,9877.07,6375.93
2025-03-29,North,Office Supplies,17345,10983.73,6361.27
2025-03-29,South,Electronics,10249,8184.18,2064.82
2025-03-29,South,Furniture,7817,5008.63,2808.37
2025-03-29,South,Office Supplies,8874,6501.65,2372.35
2025-03-29,East,Electronics,19109,12103.5,7005.5
2025-03-29,East,Furniture,5661,3909.34,1751.66
2025-03-29,East,Office Supplies,16811,13287.69,3523.31
2025-03-29,West,Electronics,15526,11469.2,4056.8
2025-03-29,West,Furniture,17598,12036.27,5561.73
2025-03-29,West,Office Supplies,7493,4912.95,2580.05
2025-03-30,North,Electronics,15294,11302.89,3991.11
2025-03-30,North,Furniture,17944,11218.83,6725.17
2025-03-30,North,Office Supplies,8719,6529.33,2189.67
2025-03-30,South,Electronics,6679,4312.17,2366.83
2025-03-30,South,Furniture,12446,8087.77,4358.23
2025-03-30,South,Office Supplies,17917,14299.93,3617.07
2025-03-30,East,Electronics,17135,12716.74,4418.26
2025-03-30,East,Furniture,7368,5603.43,1764.57
2025-03-30,East,Office Supplies,5148,2951.0,2197.0
2025-03-30,West,Electronics,11549,6609.27,4939.73
2025-03-30,West,Furniture,14958,11460.39,3497.61
2025-03-30,West,Office Supplies,6012,4548.18,1463.82
2025-03-31,North,Electronics,14715,10700.54,4014.46
2025-03-31,North,Furniture,8725,5055.37,3669.63
2025-03-31,North,Office Supplies,10782,6639.32,4142.68
2025-03-31,South,Electronics,14793,9544.85,5248.15
2025-03-31,South,Furniture,7817,6130.4,1686.6
2025-03-31,South,Office Supplies,7496,4695.35,2800.65
2025-03-31,East,Electronics,10299,6384.62,3914.38
2025-03-31,East,Furniture,6689,4683.29,2005.71
2025-03-31,East,Office Supplies,9406,5553.69,3852.31
2025-03-31,West,Electronics,13597,9167.65,4429.35
2025-03-31,West,Furniture,9437,6527.04,2909.96
2025-03-31,West,Office Supplies,13435,8089.58,5345.42
2025-04-01,North,Electronics,5560,3219.75,2340.25
2025-04-01,North,Furniture,13785,9745.82,4039.18
2025-04-01,North,Office Supplies,16421,12635.85,3785.15
2025-04-01,South,Electronics,18981,13862.88,5118.12
2025-04-01,South,Furniture,8138,6083.22,2054.78
2025-04-01,South,Office Supplies,18235,13761.66,4473.34
2025-04-01,East,Electronics,17686,11509.08,6176.92
2025-04-01,East,Furniture,11721,6897.2,4823.8
2025-04-01,East,Office Supplies,7978,5078.2,2899.8
2025-04-01,West,Electronics,10907,7561.39,3345.61
2025-04-01,West,Furniture,17553,13263.4,4289.6
2025-04-01,West,Office Supplies,13984,9367.02,4616.98
2025-04-02,North,Electronics,18600,14520.82,4079.18
2025-04-02,North,Furniture,10901,6374.9,4526.1
2025-04-02,North,Office Supplies,19671,14580.19,5090.81
2025-04-02,South,Electronics,19716,12408.91,7307.09
2025-04-02,South,Furniture,7530,4891.98,2638.02
2025-04-02,South,Office Supplies,6048,4333.86,1714.14
2025-04-02,East,Electronics,7529,4269.27,3259.73
2025-04-02,East,Furniture,12137,8211.01,3925.99
2025-04-02,East,Office Supplies,18891,10767.71,8123.29
2025-04-02,West,Electronics,12179,9639.14,2539.86
2025-04-02,West,Furniture,16871,11785.62,5085.38
2025-04-02,West,Office Supplies,13734,9291.54,4442.46
2025-04-03,North,Electronics,10777,6675.69,4101.31
2025-04-03,North,Furniture,7494,5322.29,2171.71
2025-04-03,North,Office Supplies,6884,3816.64,3067.36
2025-04-03,South,Electronics,16393,11680.84,4712.16
2025-04-03,South,Furniture,11610,7507.2,4102.8
2025-04-03,South,Office Supplies,18828,14030.44,4797.56
2025-04-03,East,Electronics,11488,6485.45,5002.55
2025-04-03,East,Furniture,8850,6536.29,2313.71
2025-04-03,East,Office Supplies,15142,10959.16,4182.84
2025-04-03,West,Electronics,13648,8974.71,4673.29
2025-04-03,West,Furniture,17168,10052.93,7115.07
2025-04-03,West,Office Supplies,10448,7790.8,2657.2
2025-04-04,North,Electronics,16757,9639.66,7117.34
2025-04-04,North,Furniture,13591,7686.7,5904.3
2025-04-04,North,Office Supplies,19083,15250.64,3832.36
2025-04-04,South,Electronics,11928,7254.15,4673.85
2025-04-04,South,Furniture,6403,4011.89,2391.11
2025-04-04,South,Office Supplies,14011,10002.89,4008.11
2025-04-04,East,Electronics,9517,6248.11,3268.89
2025-04-04,East,Furniture,14700,11343.27,3356.73
2025-04-04,East,Office Supplies,10693,7629.66,3063.34
2025-04-04,West,Electronics,19818,12721.96,7096.04
2025-04-04,West,Furniture,15331,10278.04,5052.96
2025-04-04,West,Office Supplies,19790,14514.06,5275.94
2025-04-05,North,Electronics,15837,12526.36,3310.64
2025-04-05,North,Furniture,18494,12095.79,6398.21
2025-04-05,North,Office Supplies,12898,8443.61,4454.39
2025-04-05,South,Electronics,9837,6049.3,3787.7
2025-04-05,South,Furniture,11793,8493.83,3299.17
2025-04-05,South,Office Supplies,11007,7526.89,3480.11
2025-04-05,East,Electronics,19400,12238.98,7161.02
2025-04-05,East,Furniture,15201,9277.18,5923.82
2025-04-05,East,Office Supplies,12380,7424.46,4955.54
2025-04-05,West,Electronics,19308,15251.28,4056.72
2025-04-05,West,Furniture,5163,3319.05,1843.95
2025-04-05,West,Office Supplies,9592,6589.61,3002.39
2025-04-06,North,Electronics,9798,6612.02,3185.98
2025-04-06,North,Furniture,10887,6254.81,4632.19
2025-04-06,North,Office Supplies,12961,7540.71,5420.29
2025-04-06,South,Electronics,13737,8670.37,5066.63
2025-04-06,South,Furniture,17027,12139.02,4887.98
2025-04-06,South,Office Supplies,12394,7981.39,4412.61
2025-04-06,East,Electronics,14651,11206.42,3444.58
2025-04-06,East,Furniture,15793,11785.59,4007.41
2025-04-06,East,Office Supplies,15636,9120.26,6515.74
2025-04-06,West,Electronics,19527,14581.32,4945.68
2025-04-06,West,Furniture,5392,4236.54,1155.46
2025-04-06,West,Office Supplies,5571,3170.48,2400.52
2025-04-07,North,Electronics,14312,10880.24,3431.76
2025-04-07,North,Furniture,8897,5456.22,3440.78
2025-04-07,North,Office Supplies,7279,4843.22,2435.78
2025-04-07,South,Electronics,13906,9370.74,4535.26
2025-04-07,South,Furniture,5775,4468.58,1306.42
2025-04-07,South,Office Supplies,7247,4397.05,2849.95
2025-04-07,East,Electronics,13080,7411.95,5668.05
2025-04-07,East,Furniture,14047,10824.83,3222.17
2025-04-07,East,Office Supplies,19916,14625.48,5290.52
2025-04-07,West,Electronics,19784,13073.63,6710.37
2025-04-07,West,Furniture,14223,7970.83,6252.17
2025-04-07,West,Office Supplies,16768,12350.5,4417.5
2025-04-08,North,Electronics,8456,4803.19,3652.81
2025-04-08,North,Furniture,13599,7837.67,5761.33
2025-04-08,North,Office Supplies,16280,12846.96,3433.04
2025-04-08,South,Electronics,11420,7387.58,4032.42
2025-04-08,South,Furniture,15142,9450.64,5691.36
2025-04-08,South,Office Supplies,14866,11784.09,3081.91
2025-04-08,East,Electronics,10330,7389.49,2940.51
2025-04-08,East,Furniture,19875,12694.37,7180.63
2025-04-08,East,Office Supplies,15681,9010.29,6670.71
2025-04-08,West,Electronics,11493,8707.48,2785.52
2025-04-08,West,Furniture,15759,9711.67,6047.33
2025-04-08,West,Office Supplies,14765,8425.71,6339.29
2025-04-09,North,Electronics,11511,9116.31,2394.69
2025-04-09,North,Furniture,6246,4657.15,1588.85
2025-04-09,North,Office Supplies,13551,9569.25,3981.75
2025-04-09,South,Electronics,8009,5741.15,2267.85
2025-04-09,South,Furniture,14154,8214.23,5939.77
2025-04-09,South,Office Supplies,11979,8908.28,3070.72
2025-04-09,East,Electronics,15408,12171.65,3236.35
2025-04-09,East,Furniture,17406,9755.85,7650.15
2025-04-09,East,Office Supplies,13561,8550.94,5010.06
2025-04-09,West,Electronics,8747,5451.18,3295.82
2025-04-09,West,Furniture,10607,6136.03,4470.97
2025-04-09,West,Office Supplies,5780,4020.6,1759.4
2025-04-10,North,Electronics,19686,13390.26,6295.74
2025-04-10,North,Furniture,16551,11819.39,4731.61
2025-04-10,North,Office Supplies,13714,7692.65,6021.35
2025-04-10,South,Electronics,15512,12130.71,3381.29
2025-04-10,South,Furniture,15422,8848.42,6573.58
2025-04-10,South,Office Supplies,9583,6305.8,3277.2
2025-04-10,East,Electronics,11267,7291.59,3975.41
2025-04-10,East,Furniture,16889,13270.85,3618.15
2025-04-10,East,Office Supplies,7461,5835.09,1625.91
2025-04-10,West,Electronics,16435,9850.61,6584.39
2025-04-10,West,Furniture,5685,3144.82,2540.18
2025-04-10,West,Office Supplies,17180,10676.97,6503.03
2025-04-11,North,Electronics,14759,9286.81,5472.19
2025-04-11,North,Furniture,5038,3837.08,1200.92
2025-04-11,North,Office Supplies,6256,4291.64,1964.36
2025-04-11,South,Electronics,7196,5316.12,1879.88
2025-04-11,South,Furniture,15900,12634.13,3265.87
2025-04-11,South,Office Supplies,5301,3880.98,1420.02
2025-04-11,East,Electronics,5646,3360.21,2285.79
2025-04-11,East,Furniture,14951,8886.23,6064.77
2025-04-11,East,Office Supplies,13789,10180.38,3608.62
2025-04-11,West,Electronics,14560,11420.09,3139.91
2025-04-11,West,Furniture,17060,12487.69,4572.31
2025-04-11,West,Office Supplies,18057,10526.01,7530.99
2025-04-12,North,Electronics,9558,5476.43,4081.57
2025-04-12,North,Furniture,16870,11338.3,5531.7
2025-04-12,North,Office Supplies,18718,14228.97,4489.03
2025-04-12,South,Electronics,13652,8919.59,4732.41
2025-04-12,South,Furniture,15660,10924.21,4735.79
2025-04-12,South,Office Supplies,15935,11202.07,4732.93
2025-04-12,East,Electronics,6653,4598.92,2054.08
2025-04-12,East,Furniture,7460,4277.86,3182.14
2025-04-12,East,Office Supplies,11251,7977.78,3273.22
2025-04-12,West,Electronics,12295,8095.64,4199.36
2025-04-12,West,Furniture,11279,7504.93,3774.07
2025-04-12,West,Office Supplies,8727,6570.89,2156.11
2025-04-13,North,Electronics,10995,8044.11,2950.89
2025-04-13,North,Furniture,5448,3374.9,2073.1
2025-04-13,North,Office Supplies,18794,12223.12,6570.88
2025-04-13,South,Electronics,18161,12974.04,5186.96
2025-04-13,South,Furniture,7520,5179.56,2340.44
2025-04-13,South,Office Supplies,8967,6759.14,2207.86
2025-04-13,East,Electronics,19042,11368.19,7673.81
2025-04-13,East,Furniture,7159,5340.24,1818.76
2025-04-13,East,Office Supplies,7547,5139.81,2407.19
2025-04-13,West,Electronics,15473,11453.85,4019.15
2025-04-13,West,Furniture,15805,11982.88,3822.12
2025-04-13,West,Office Supplies,19285,11582.96,7702.04
2025-04-14,North,Electronics,8489,6279.05,2209.95
2025-04-14,North,Furniture,7634,5642.03,1991.97
2025-04-14,North,Office Supplies,12902,8081.83,4820.17
2025-04-14,South,Electronics,17087,11542.48,5544.52
2025-04-14,South,Furniture,5697,3657.91,2039.09
2025-04-14,South,Office Supplies,14596,10375.44,4220.56
2025-04-14,East,Electronics,6929,5346.06,1582.94
2025-04-14,East,Furniture,5226,3054.37,2171.63
2025-04-14,East,Office Supplies,12909,8431.58,4477.42
2025-04-14,West,Electronics,7023,4175.83,2847.17
2025-04-14,West,Furniture,19537,13771.58,5765.42
2025-04-14,West,Office Supplies,10891,6483.74,4407.26
2025-04-15,North,Electronics,10036,5753.11,4282.89
2025-04-15,North,Furniture,16382,12590.64,3791.36
2025-04-15,North,Office Supplies,8292,5892.14,2399.86
2025-04-15,South,Electronics,9431,5718.58,3712.42
2025-04-15,South,Furniture,11643,8035.59,3607.41
2025-04-15,South,Office Supplies,16005,10749.75,5255.25
2025-04-15,East,Electronics,5593,3918.1,1674.9
2025-04-15,East,Furniture,16451,12441.27,4009.73
2025-04-15,East,Office Supplies,17080,12111.82,4968.18
2025-04-15,West,Electronics,11354,6410.9,4943.1
2025-04-15,West,Furniture,14324,10549.36,3774.64
2025-04-15,West,Office Supplies,10433,7583.96,2849.04
2025-04-16,North,Electronics,16166,12226.07,3939.93
2025-04-16,North,Furniture,15258,10071.04,5186.96
2025-04-16,North,Office Supplies,18027,10466.37,7560.63
2025-04-16,South,Electronics,11256,7412.13,3843.87
2025-04-16,South,Furniture,6169,3965.78,2203.22
2025-04-16,South,Office Supplies,6136,4292.48,1843.52
2025-04-16,East,Electronics,16002,11867.84,4134.16
2025-04-16,East,Furniture,6019,3761.04,2257.96
2025-04-16,East,Office Supplies,17448,11433.88,6014.12
2025-04-16,West,Electronics,6283,4235.0,2048.0
2025-04-16,West,Furniture,18358,10640.0,7718.0
2025-04-16,West,Office Supplies,6733,5371.46,1361.54
2025-04-17,North,Electronics,7171,4632.17,2538.83
2025-04-17,North,Furniture,19472,15335.72,4136.28
2025-04-17,North,Office Supplies,14028,8362.36,5665.64
2025-04-17,South,Electronics,18884,15011.11,3872.89
2025-04-17,South,Furniture,19082,10620.07,8461.93
2025-04-17,South,Office Supplies,16888,11761.69,5126.31
2025-04-17,East,Electronics,19316,13992.85,5323.15
2025-04-17,East,Furniture,13186,8237.05,4948.95
2025-04-17,East,Office Supplies,11900,6712.0,5188.0
2025-04-17,West,Electronics,13738,9031.56,4706.44
2025-04-17,West,Furniture,17868,13588.32,4279.68
2025-04-17,West,Office Supplies,11052,7407.34,3644.66
2025-04-18,North,Electronics,13895,9319.96,4575.04
2025-04-18,North,Furniture,14817,8447.92,6369.08
2025-04-18,North,Office Supplies,12462,8400.82,4061.18
2025-04-18,South,Electronics,17928,13357.31,4570.69
2025-04-18,South,Furniture,15851,11751.59,4099.41
2025-04-18,South,Office Supplies,18493,11212.42,7280.58
2025-04-18,East,Electronics,12531,7316.08,5214.92
2025-04-18,East,Furniture,12710,9922.13,2787.87
2025-04-18,East,Office Supplies,18272,14419.42,3852.58
2025-04-18,West,Electronics,6431,3628.78,2802.22
2025-04-18,West,Furniture,15653,8751.15,6901.85
2025-04-18,West,Office Supplies,9998,6116.22,3881.78
2025-04-19,North,Electronics,8291,6191.57,2099.43
2025-04-19,North,Furniture,5905,3649.22,2255.78
2025-04-19,North,Office Supplies,16445,10808.01,5636.99
2025-04-19,South,Electronics,12896,9596.91,3299.09
2025-04-19,South,Furniture,10675,6288.59,4386.41
2025-04-19,South,Office Supplies,10347,5777.8,4569.2
2025-04-19,East,Electronics,7643,5387.74,2255.26
2025-04-19,East,Furniture,5874,3435.18,2438.82
2025-04-19,East,Office Supplies,19531,12281.04,7249.96
2025-04-19,West,Electronics,19298,12289.66,7008.34
2025-04-19,West,Furniture,19974,12168.08,7805.92
2025-04-19,West,Office Supplies,5671,4060.14,1610.86
2025-04-20,North,Electronics,6171,3591.5,2579.5
2025-04-20,North,Furniture,14135,11084.75,3050.25
2025-04-20,North,Office Supplies,6449,4881.68,1567.32
2025-04-20,South,Electronics,8959,5510.14,3448.86
2025-04-20,South,Furniture,10432,7027.21,3404.79
2025-04-20,South,Office Supplies,11164,6856.18,4307.82
2025-04-20,East,Electronics,8670,5197.88,3472.12
2025-04-20,East,Furniture,15544,10352.04,5191.96
2025-04-20,East,Office Supplies,10976,8635.47,2340.53
2025-04-20,West,Electronics,15123,9639.05,5483.95
2025-04-20,West,Furniture,13616,7563.81,6052.19
2025-04-20,West,Office Supplies,17916,10862.99,7053.01
2025-04-21,North,Electronics,11633,6656.52,4976.48
2025-04-21,North,Furniture,5597,3863.64,1733.36
2025-04-21,North,Office Supplies,17880,14216.91,3663.09
2025-04-21,South,Electronics,5572,4262.77,1309.23
2025-04-21,South,Furniture,12097,8294.14,3802.86
2025-04-21,South,Office Supplies,11566,8408.01,3157.99
2025-04-21,East,Electronics,9624,6767.84,2856.16
2025-04-21,East,Furniture,6517,4331.04,2185.96
2025-04-21,East,Office Supplies,8648,5683.1,2964.9
2025-04-21,West,Electronics,16780,13196.2,3583.8
2025-04-21,West,Furniture,18368,13174.55,5193.45
2025-04-21,West,Office Supplies,5097,3901.74,1195.26
2025-04-22,North,Electronics,17722,12631.24,5090.76
2025-04-22,North,Furniture,16349,10179.65,6169.35
2025-04-22,North,Office Supplies,13174,8933.63,4240.37
2025-04-22,South,Electronics,19267,12311.48,6955.52
2025-04-22,South,Furniture,5610,3158.37,2451.63
2025-04-22,South,Office Supplies,6854,4621.75,2232.25
2025-04-22,East,Electronics,15271,9386.4,5884.6
2025-04-22,East,Furniture,17819,12227.61,5591.39
2025-04-22,East,Office Supplies,14283,10557.82,3725.18
2025-04-22,West,Electronics,19549,10839.66,8709.34
2025-04-22,West,Furniture,15983,12298.24,3684.76
2025-04-22,West,Office Supplies,6749,3984.64,2764.36
2025-04-23,North,Electronics,5781,3524.67,2256.33
2025-04-23,North,Furniture,16240,11206.34,5033.66
2025-04-23,North,Office Supplies,8867,6588.21,2278.79
2025-04-23,South,Electronics,17734,12203.27,5530.73
2025-04-23,South,Furniture,10879,7245.23,3633.77
2025-04-23,South,Office Supplies,15183,9422.69,5760.31
2025-04-23,East,Electronics,6577,4435.88,2141.12
2025-04-23,East,Furniture,9869,6345.6,3523.4
2025-04-23,East,Office Supplies,15006,11337.42,3668.58
2025-04-23,West,Electronics,18489,10600.7,7888.3
2025-04-23,West,Furniture,11852,9376.34,2475.66
2025-04-23,West,Office Supplies,7551,4505.54,3045.46
2025-04-24,North,Electronics,5007,3113.27,1893.73
2025-04-24,North,Furniture,5475,4048.05,1426.95
2025-04-24,North,Office Supplies,13676,9691.44,3984.56
2025-04-24,South,Electronics,11710,8321.93,3388.07
2025-04-24,South,Furniture,13078,10184.79,2893.21
2025-04-24,South,Office Supplies,10223,6952.13,3270.87
2025-04-24,East,Electronics,11971,8666.7,3304.3
2025-04-24,East,Furniture,16531,9778.23,6752.77
2025-04-24,East,Office Supplies,9943,7599.38,2343.62
2025-04-24,West,Electronics,5258,4071.25,1186.75
2025-04-24,West,Furniture,6898,5489.98,1408.02
2025-04-24,West,Office Supplies,16168,11309.97,4858.03
2025-04-25,North,Electronics,10110,6026.13,4083.87
2025-04-25,North,Furniture,5612,4114.49,1497.51
2025-04-25,North,Office Supplies,5687,3344.1,2342.9
2025-04-25,South,Electronics,7307,5477.68,1829.32
2025-04-25,South,Furniture,11509,6570.1,4938.9
2025-04-25,South,Office Supplies,7591,4398.31,3192.69
2025-04-25,East,Electronics,19218,12997.17,6220.83
2025-04-25,East,Furniture,12183,9711.12,2471.88
2025-04-25,East,Office Supplies,15102,8768.35,6333.65
2025-04-25,West,Electronics,5669,4017.44,1651.56
2025-04-25,West,Furniture,6283,5021.81,1261.19
2025-04-25,West,Office Supplies,6529,4288.72,2240.28
2025-04-26,North,Electronics,13438,7827.05,5610.95
2025-04-26,North,Furniture,13004,8971.97,4032.03
2025-04-26,North,Office Supplies,15592,8690.06,6901.94
2025-04-26,South,Electronics,15131,11689.67,3441.33
2025-04-26,South,Furniture,16261,11917.27,4343.73
2025-04-26,South,Office Supplies,16739,12797.71,3941.29
2025-04-26,East,Electronics,14587,11371.33,3215.67
2025-04-26,East,Furniture,5645,4107.08,1537.92
2025-04-26,East,Office Supplies,12544,8376.78,4167.22
2025-04-26,West,Electronics,7990,5696.21,2293.79
2025-04-26,West,Furniture,7504,4798.43,2705.57
2025-04-26,West,Office Supplies,18537,13991.98,4545.02
2025-04-27,North,Electronics,5587,3541.05,2045.95
2025-04-27,North,Furniture,14177,8663.35,5513.65
2025-04-27,North,Office Supplies,11299,8547.63,2751.37
2025-04-27,South,Electronics,13381,9765.04,3615.96
2025-04-27,South,Furniture,14890,8717.99,6172.01
2025-04-27,South,Office Supplies,17328,12734.66,4593.34
2025-04-27,East,Electronics,17625,12993.27,4631.73
2025-04-27,East,Furniture,12096,7969.77,4126.23
2025-04-27,East,Office Supplies,14087,8988.83,5098.17
2025-04-27,West,Electronics,11980,9003.56,2976.44
2025-04-27,West,Furniture,16101,12796.69,3304.31
2025-04-27,West,Office Supplies,14122,7876.95,6245.05
2025-04-28,North,Electronics,16132,11599.62,4532.38
2025-04-28,North,Furniture,6089,3828.34,2260.66
2025-04-28,North,Office Supplies,15487,8787.48,6699.52
2025-04-28,South,Electronics,6958,4117.63,2840.37
2025-04-28,South,Furniture,10779,6540.64,4238.36
2025-04-28,South,Office Supplies,10063,5717.47,4345.53
2025-04-28,East,Electronics,13831,9829.97,4001.03
2025-04-28,East,Furniture,11659,8937.75,2721.25
2025-04-28,East,Office Supplies,19126,11979.14,7146.86
2025-04-28,West,Electronics,12358,7008.55,5349.45
2025-04-28,West,Furniture,14528,9094.33,5433.67
2025-04-28,West,Office Supplies,16565,12254.99,4310.01
2025-04-29,North,Electronics,11115,8534.11,2580.89
2025-04-29,North,Furniture,9646,7252.34,2393.66
2025-04-29,North,Office Supplies,6787,4861.16,1925.84
2025-04-29,South,Electronics,15449,11010.38,4438.62
2025-04-29,South,Furniture,9741,6990.95,2750.05
2025-04-29,South,Office Supplies,7454,4414.78,3039.22
2025-04-29,East,Electronics,6377,4220.07,2156.93
2025-04-29,East,Furniture,7597,4608.97,2988.03
2025-04-29,East,Office Supplies,9596,6589.21,3006.79
2025-04-29,West,Electronics,16810,10980.13,5829.87
2025-04-29,West,Furniture,11142,6436.51,4705.49
2025-04-29,West,Office Supplies,13787,7644.89,6142.11
2025-04-30,North,Electronics,5423,3985.78,1437.22
2025-04-30,North,Furniture,9249,7321.15,1927.85
2025-04-30,North,Office Supplies,9757,7460.06,2296.94
2025-04-30,South,Electronics,9178,7279.94,1898.06
2025-04-30,South,Furniture,7946,5868.05,2077.95
2025-04-30,South,Office Supplies,12880,9787.06,3092.94
2025-04-30,East,Electronics,15412,12186.31,3225.69
2025-04-30,East,Furniture,12230,8436.21,3793.79
2025-04-30,East,Office Supplies,18947,14349.49,4597.51
2025-04-30,West,Electronics,6531,4628.99,1902.01
2025-04-30,West,Furniture,12155,7027.35,5127.65
2025-04-30,West,Office Supplies,5933,3441.51,2491.49
2025-05-01,North,Electronics,7723,4434.03,3288.97
2025-05-01,North,Furniture,5285,2967.69,2317.31
2025-05-01,North,Office Supplies,11816,7883.54,3932.46
2025-05-01,South,Electronics,19424,14687.14,4736.86
2025-05-01,South,Furniture,18108,11305.0,6803.0
2025-05-01,South,Office Supplies,15573,11458.59,4114.41
2025-05-01,East,Electronics,10827,6129.41,4697.59
2025-05-01,East,Furniture,5987,4568.48,1418.52
2025-05-01,East,Office Supplies,12804,8941.1,3862.9
2025-05-01,West,Electronics,17200,13712.82,3487.18
2025-05-01,West,Furniture,10374,5910.51,4463.49
2025-05-01,West,Office Supplies,7524,5714.76,1809.24
2025-05-02,North,Electronics,7479,4178.27,3300.73
2025-05-02,North,Furniture,10154,6264.45,3889.55
2025-05-02,North,Office Supplies,17781,13583.33,4197.67
2025-05-02,South,Electronics,19078,13635.17,5442.83
2025-05-02,South,Furniture,18615,14107.25,4507.75
2025-05-02,South,Office Supplies,15178,10201.04,4976.96
2025-05-02,East,Electronics,12156,6971.03,5184.97
2025-05-02,East,Furniture,8516,4753.3,3762.7
2025-05-02,East,Office Supplies,14250,10791.83,3458.17
2025-05-02,West,Electronics,5727,4518.35,1208.65
2025-05-02,West,Furniture,18319,12445.22,5873.78
2025-05-02,West,Office Supplies,6447,4056.69,2390.31
2025-05-03,North,Electronics,16851,11224.59,5626.41
2025-05-03,North,Furniture,5526,3870.86,1655.14
2025-05-03,North,Office Supplies,15265,9024.76,6240.24
2025-05-03,South,Electronics,5405,3793.08,1611.92
2025-05-03,South,Furniture,12986,8587.79,4398.21
2025-05-03,South,Office Supplies,17792,12910.92,4881.08
2025-05-03,East,Electronics,17419,12526.12,4892.88
2025-05-03,East,Furniture,15587,8978.99,6608.01
2025-05-03,East,Office Supplies,10525,7858.89,2666.11
2025-05-03,West,Electronics,13770,9818.78,3951.22
2025-05-03,West,Furniture,5193,3208.71,1984.29
2025-05-03,West,Office Supplies,7394,5441.23,1952.77
2025-05-04,North,Electronics,14984,9248.72,5735.28
2025-05-04,North,Furniture,9005,5112.44,3892.56
2025-05-04,North,Office Supplies,8736,4811.18,3924.82
2025-05-04,South,Electronics,11716,7827.73,3888.27
2025-05-04,South,Furniture,13921,10814.46,3106.54
2025-05-04,South,Office Supplies,18778,11627.4,7150.6
2025-05-04,East,Electronics,12616,8359.57,4256.43
2025-05-04,East,Furniture,14836,9947.69,4888.31
2025-05-04,East,Office Supplies,18735,12504.41,6230.59
2025-05-04,West,Electronics,6455,4003.2,2451.8
2025-05-04,West,Furniture,19135,13350.81,5784.19
2025-05-04,West,Office Supplies,9796,5401.28,4394.72
2025-05-05,North,Electronics,6325,3557.02,2767.98
2025-05-05,North,Furniture,6159,3443.99,2715.01
2025-05-05,North,Office Supplies,9987,6204.19,3782.81
2025-05-05,South,Electronics,19118,14350.86,4767.14
2025-05-05,South,Furniture,6968,4213.04,2754.96
2025-05-05,South,Office Supplies,19953,12438.15,7514.85
2025-05-05,East,Electronics,15621,9676.51,5944.49
2025-05-05,East,Furniture,10463,5982.46,4480.54
2025-05-05,East,Office Supplies,9648,7279.91,2368.09
2025-05-05,West,Electronics,15004,9547.13,5456.87
2025-05-05,West,Furniture,5182,3982.66,1199.34
2025-05-05,West,Office Supplies,9492,6823.37,2668.63
2025-05-06,North,Electronics,6517,5201.9,1315.1
2025-05-06,North,Furniture,6356,4972.66,1383.34
2025-05-06,North,Office Supplies,8628,5596.5,3031.5
2025-05-06,South,Electronics,16883,12366.21,4516.79
2025-05-06,South,Furniture,17871,13884.03,3986.97
2025-05-06,South,Office Supplies,11132,6841.1,4290.9
2025-05-06,East,Electronics,11588,7269.65,4318.35
2025-05-06,East,Furniture,16564,12085.22,4478.78
2025-05-06,East,Office Supplies,5987,4521.98,1465.02
2025-05-06,West,Electronics,9615,7362.4,2252.6
2025-05-06,West,Furniture,13365,7521.61,5843.39
2025-05-06,West,Office Supplies,8052,6098.56,1953.44
2025-05-07,North,Electronics,8760,6140.31,2619.69
2025-05-07,North,Furniture,11993,7365.78,4627.22
